Total income/Total expense,Degree of Financial Leverage (DFL),Current Liability to Current Assets,Interest Expense Ratio,Interest Coverage Ratio (Interest expense to EBIT),Operating profit per person,Cash/Total Assets,Inventory/Working Capital,Tax rate (A),No-credit Interval,Continuous Net Profit Growth Rate,Realized Sales Gross Profit Growth Rate,Total Asset Growth Rate,Cash Turnover Rate,Inventory Turnover Rate (times),Research and development expense rate,Fixed Assets Turnover Frequency,Quick Asset Turnover Rate,Operating Expense Rate,Current Asset Turnover Rate,bankrupt_status
-0.1683983149494437,-0.0697397848031523,-0.912407466488874,-0.0105431185657252,-0.0019924553682217,0.1758223503676688,1.1077766634916617,-0.0885943543536968,-0.5639424304114422,0.0624921395360924,0.0843610894901016,-0.0351687421529629,0.1773027237726292,-0.8682122781566425,-0.7089119618751532,-0.7147784783102802,-0.5040789745121089,-0.697530421096671,-0.6022128898593756,-0.4412065187602627,0
-0.0037527302066575,0.5632036496266349,0.7586692657235765,1.029181993001814,0.8066600931744715,0.321640497682549,-0.6459849361193223,-0.1359865321299847,-0.5639424304114422,0.2602167860309248,0.0952563274840925,0.6821558076678744,0.5314287949903669,0.1077276281313301,-0.7089119618751238,-0.5498581209819016,0.9800777814813446,1.285553439679409,0.1359783173299986,2.6916011384510736,1
-0.4319164958371051,-0.085743289750307,0.3087608378353028,-0.1071011176216134,-0.2470510041220656,-0.7253519140938673,-0.2665206630199058,-0.1379949394676362,-0.5639424304114422,-0.0621298169805842,-0.0214344357226945,-0.1117328072658293,0.1696043309200696,0.4666940304441927,-0.7089119618751215,1.0965089842402649,-0.5040789745116002,-0.6975304210967512,1.4903456561404398,-0.441206518760356,0
0.4273497895608827,-0.0693825404272049,-0.6232165431136985,-0.0087168840581136,0.0022914830419697,0.3782469213296384,-0.1022949880033759,-0.0660838753975565,0.5707360075953016,0.0069464603558709,0.0935151503567394,-0.0364494501511859,1.7901160263838478,0.5564356310224083,-0.7089119618751305,1.9677098890464813,-0.5040789745120277,1.9809587757019675,-0.6022128898594323,-0.4412065187603603,0
-0.4502386328000225,-0.089726711962016,0.2502789326002357,-0.1050424532676041,-0.3301787631098787,-0.2992187568786638,-0.6867723124191655,-0.2640739581578629,-0.5639424304114422,-0.0847992087865995,0.0843758105744405,-0.0600033407277361,-0.088291829640674,-0.4120258085508355,-0.5304522106000903,-0.7147784783103341,2.021527632264096,-0.697530421096745,-0.602212889859421,-0.4412065187603332,1
-0.0255653009683013,-0.1232867484939239,-0.1497251647524119,0.3982345727608116,-2.251804216841327,-0.0388292081020823,-0.5923295902533166,-0.0174939244612822,-0.5639424304114422,-0.0118979325076867,0.0796626101121325,-0.0054841580717408,1.0818638839483723,1.5585501708124831,1.9324160725950297,-0.7147784783102716,2.7617916376985248,-0.697530421096693,-0.6022128898593774,-0.4412065187602728,0
-0.4202611596789922,-0.0794526122994102,-0.2096108462756894,-0.0580252157630677,-0.1364090362402445,-2.3483712929030136,2.253635694564932,-0.0720194434832814,-0.5639424304114422,-0.0071385209949517,-0.7715521888396211,-0.0789299776236577,0.0733744202630757,-0.8682122781563785,-0.7089119618751543,1.2261760956532832,1.7747729637859524,-0.6975304210966323,-0.6022128898592173,-0.4412065187602132,1
-0.4979730826149685,-0.0697397848031523,-0.5988698575249782,-0.0105431185657252,-0.0019924553682217,-0.6691983418359916,-0.3222971917665432,-0.0855915845859636,-0.5639424304114422,-0.0081734044991262,-0.0353213251640123,-0.0560776922983347,-2.012890042780472,-0.8682122781566775,-0.7089119618751437,-0.7147784783097487,1.3901259805700237,-0.697530421096474,-0.6022128898579749,-0.4412065187600237,1
-0.0540545945294662,-0.2440346437996202,-0.5633121288971623,0.8187665734635122,1.5870452385486609,0.5987855478586537,0.4587694033822477,-0.0606149359608966,-0.5639424304114422,0.040004343929152,0.0763937115787807,-0.0733505453877848,-1.8481444357357797,-0.3783727083340046,-0.7089119618748624,-0.6803761728135678,-0.5040789745089558,-0.320361425287939,-0.281923316492142,-0.0256299928037729,0
0.1331340447468664,-0.0291244783828546,-0.4632857825212969,0.0994294030550566,0.3155707922019163,0.4280605741390366,0.0607175598983722,-0.0748404786601248,-0.5639424304114422,0.0266648965814196,0.0963358736597266,-0.0587449059120776,1.1934905803104854,0.8705312330461631,-0.7089119618750361,0.0551199957044618,-0.5040789745111877,-0.6975304210967515,1.6489652543795006,-0.4412065187603568,0
-0.0694429914808278,-0.1028013529903078,-0.1725848852636904,-0.2288611528823224,-0.713802405177517,0.3411131074171175,0.1877911522547348,0.1455791755143204,-0.5639424304114422,-0.039526365557201,0.0942152196949519,19.96408894376478,0.3813101343654563,1.506200903808524,0.911762382460169,2.0973770004595,-0.5040789745120922,0.8170388276981095,-0.6022128898594238,-0.441206518760354,1
-0.3787415913278675,-0.0930575740036482,-0.1402928797618061,-0.3266145054341453,-0.4095114389324317,-0.0895485636898675,-0.1591654863140428,0.2376083156241316,-0.5639424304114422,-0.184233000148333,0.0904417151081324,-0.0725542791105974,0.4121037057756944,-0.8682122781567181,-0.1181699775850086,-0.3845325539303032,-0.5040789745121304,-0.6975304210967471,-0.6022128898594357,-0.4412065187602575,1
0.5546869771854234,-0.0697397848031523,-0.8262048595603494,-0.0105431185657252,-0.0019924553682217,0.86415646191615,3.155008274376444,-0.0833227179607822,1.014844987210073,0.0223410727533229,0.0903296713006695,-0.0323845943306599,-2.0128900427805085,-0.8682122781565977,1.0354779812643946,-0.7147784783102507,-0.5040789745120889,-0.6975304210967058,-0.6022128898593794,-0.4412065187603,0
0.3525665594858596,-0.0686496096270457,-0.3563508521105579,-0.0049315979878475,0.0109547115471215,0.2229188948420217,0.2122376892383784,-0.0091142523750374,0.6491552508425982,-0.013107041776613,0.0875572004404816,-0.0521520438688979,0.5391271878429265,-0.8682122781566766,0.8932050426395353,1.1086652759352351,-0.5040789745121136,-0.6975304210967461,-0.6022128898594263,-0.4412065187603297,0
-0.3618487619864061,-0.0752384701119183,0.5744476313348257,-0.0416555137223267,-0.0734802043289229,-0.4676794736523713,-0.5219477119037392,-0.1826872445903013,-0.5639424304114422,-0.0347361793223869,0.0282737586373655,-0.0635392084620619,0.5506747771217657,0.0030290941234118,1.9911809820270367,-0.1434327686467223,-0.5040789745121449,0.9466906700074,-0.6022128898593708,2.9864118363519263,1
-0.5118272137048725,-0.0707463275081776,0.0541789908442242,-0.0147268558012706,-0.0142847674904689,-1.528257427104092,-0.5198078560811085,2.9515011549596184,-0.5639424304114422,-0.0253518539573157,-0.0396403277045599,-0.1065431557251016,-1.0852337040471314,-0.5971178597434053,-0.7089119618751545,0.5778405385881918,-0.5040789745117447,-0.6047114885344511,-0.6022128898593986,1.959902297877873,1
0.4308777843080358,-0.0695717431964321,-0.6439712387004419,-0.0096133991800377,2.770210727086233e-05,2.7788121353550563,1.8847005522705755,-0.0342857720933267,1.1220712994053554,0.0107709273550506,0.1109416427133853,0.030186343827395,-2.012890042780492,-0.8682122781567247,-0.7089119618751507,1.0114149423754717,-0.5040789744992279,1.2737669085603829,1.7282750534990308,-0.441206518760358,0
-0.2313636647662975,-0.0836082668781766,-0.2518962102396899,-0.0911962752736785,-0.2069501874142656,0.0150601072099638,0.0260627481397855,-0.027842632343115,-0.5639424304114422,-0.0030720155398209,-0.0077536414606779,-0.0734006600485815,-1.771160507210184,0.6424379982431984,-0.708911961875141,-0.3569782927550368,-0.5040789745107295,2.1872230702849293,1.08464552987515,-0.441206518760356,1
-0.4039900962327396,-0.0821901727384487,1.3726130824026914,-0.0910634582185495,-0.1818261632369221,-0.6347816362585561,-0.7462383016901598,-0.1385444594402873,-0.5639424304114422,-0.1110027891989315,0.0868481348842139,-0.1037868493810297,0.0117872774425996,-0.7739835975496385,-0.2295140165088116,-0.7147784783101518,0.0184603234415221,-0.697530421096698,-0.6022128898591138,-0.4412065187601588,1
0.7589650846149826,-0.0672126385219242,-0.0772986997008394,0.001244395074191,0.0274647592758784,0.4430046699818636,0.3509090017317714,0.0135520295772813,0.0546093556105721,-0.017753197138786,0.0881844821954897,-0.0656106144418401,0.1542075452149506,1.356631569511498,-0.7089119618749845,-0.5360809903942684,-0.5040789745117307,0.8229320932576227,0.773507087175454,1.4803909217740767,0
0.1091340335868916,0.0090198706780815,-0.8422291256324689,0.0956109127210378,0.4611219895927925,0.0250228377718337,-0.5980796857322893,-0.0876761228386793,-0.5639424304114422,0.8170351131701571,0.09692144567621,0.3267259283791321,-2.012890042780489,2.5606647106025577,1.4530181272286558,0.0024427316929231,0.7042931520057728,-0.6975304210964306,-0.6022128898593921,-0.4412065187599718,0
0.6861143599797656,-0.068189412113556,-0.2406423140031247,-0.0038026530195257,0.0163095402583797,0.1608782545248418,1.192500560741549,-0.0615270279541183,-0.5639424304114422,-0.03010112439094,0.0853981080892134,-0.0583217154430678,0.8432137055190273,-0.8682122781566641,-0.7089119618750856,-0.5612039932305406,2.681959244955596,-0.6975304210967345,1.7709803299480087,-0.4412065187603352,0
0.0453081615592218,-0.049753741592918,-0.3254468951602958,0.0766180738421267,0.1881857040426297,0.1404999420118841,-0.4887982405706964,-0.0077535237195241,0.9204218167694584,-0.0142589258567529,0.0903378496807203,-0.0366332039074763,-1.710728123317592,-0.7964189976941924,1.672613315106156,0.7358723306228078,-0.5040789745120073,-0.6975304210967482,-0.602212889859416,-0.4412065187603355,0
-0.4634007241383318,-0.0783159797445623,0.908832804318374,-0.05407390837392,-0.1186504758357366,-0.4423197958584586,-0.7464446156294989,-0.1334978997621325,-0.5639424304114422,-0.0492686044226238,0.0810144963457516,-0.0390498442172352,-0.215315311707906,-0.8494413267024882,-0.7089119618751369,-0.7147784783103341,2.075958809134274,0.613721165894904,-0.602212889859409,1.771649683555642,1
-0.1711261316892912,-0.078855780683186,-0.355858043708495,-0.0533434145708775,-0.1270079251262939,-0.0333949914319516,0.3226623099488829,0.0530206705041593,-0.5639424304114422,-0.0691127680407875,-0.1459649941112221,-0.0622139540986389,0.2773818308559029,-0.8682122781566844,0.1199825501131255,2.903744349559207,2.21385112387206,-0.6975304210967501,-0.6022128898594221,-0.441206518760294,0
0.9718136670687476,-0.0671855358942942,-0.1347312922584054,0.2300217724798239,0.0277702815922463,4.989632617315458,-0.7045676165501717,0.3155742597192781,-0.5639424304114422,-0.3879735607863174,0.0927799139840509,-0.0233750919777567,-2.0128900427805143,-0.822593631196172,-0.5019976228751184,-0.7147784783103341,-0.5040789745118465,-0.6975304210967408,1.9631540739684088,-0.4412065187601047,1
-0.4858986773903357,-0.0828588489421417,-0.2261627203041276,-0.0773168930159895,-0.193529639741854,-0.9422677295094904,-0.7214814829734535,0.2393876245273143,-0.5639424304114422,-0.7796462320648931,0.0894742127402144,0.0241892894181812,-1.8146564268271452,-0.8682122781566407,-0.6970971221893821,-0.7147784783103341,-0.3941279972344318,-0.6975304210965065,-0.6022128898590323,-0.4412065187514993,1
-0.4007192802603504,-0.0748756604783085,-0.2089211514507146,-0.0359775846168361,-0.0684169919712812,-0.1153610928729158,-0.4794281371645918,0.0249527707966608,-0.5639424304114422,-0.0268586076863892,0.086225760157239,-0.0774989256430088,0.3312705808238195,-0.7463132707046888,2.1396397005921077,0.7156118444645237,-0.5040789745121498,-0.6975304210967419,-0.6022128898594227,-0.4412065187603256,1
-0.4252118684442432,-0.0725112289134559,-0.3951209086140755,-0.022098202359147,-0.0366646204588032,-1.1211440282342813,-0.0440549071209281,-0.0860526806029379,-0.5639424304114422,0.0475875082150287,0.0857628638425423,-0.1075621538280407,-1.7838628554169074,1.0911460011342766,-0.7089119618748382,1.412572568309497,-0.5040789745119656,-0.6975304210967535,1.4415396259130366,2.9899637724712136,0
1.9742223981899412,-0.0697174636363694,-0.5779004827132206,-0.0104435057743597,-0.0017235943909241,0.0811764100297495,2.011923835220563,-0.0776460007305815,-0.3030784171602437,0.0575183882259125,0.2264277305284854,-0.0397180396945613,-2.01289004278049,-0.8682122781566571,-0.7089119618751044,0.0470158012411482,-0.5040789745110578,-0.6975304210967433,1.334776434790592,-0.4412065187603463,0
-0.4650592513775596,-0.0870973925111652,-0.542988946660241,-0.3417224454514356,-0.27402173437472,-1.18635462827572,-0.7373718495583225,0.0501915223614339,-0.5639424304114422,-0.1603811321751487,0.0746492630994031,-0.0887524511406805,0.4005561164968552,-0.2175856739647015,-0.6615907453325693,-0.7147784783103341,-0.5040789745121328,-0.6975304210966201,-0.6022128898593361,-0.4412065187590679,1
-0.5444222114757863,-0.0752418598078954,-0.2087251162076076,-0.0362764229908467,-0.0735277585064309,-0.6411215557070337,-0.6604478973428446,-0.0427881084670673,-0.5639424304114422,-0.0124539852516786,0.0777128842916975,-0.2501105223291298,0.1234139738047126,-0.8682122781566483,0.2653483787080906,-0.7147784783087584,-0.3393339458517853,-0.6975304210962296,-0.6022128898575265,-0.4412065187596586,1
0.999092467215457,-0.0671822182715845,1.5422835869322842,0.0010119652277934,0.0278076665879263,0.7133569493203572,-0.7363742289206177,-0.1183755881685374,-0.1854495522893041,0.0914695010016851,0.0888960012657773,-0.0572526026793319,0.8432137055190273,-0.7829577576074601,-0.7089119618751534,-0.7147784783103341,1.4191559415674522,0.9702637322454528,2.018060857974238,-0.1403575294567553,0
-0.0667989986055115,-0.0741951177860915,-0.6622802061177976,-0.0353467036051591,-0.0590599497245251,-0.0650945886743041,-0.1117881927316422,-0.0462300384874697,-0.5639424304114422,-0.0001327115675145,-0.384148865330417,-0.0509604286009684,0.2080962951828672,0.978969000411507,1.5117830366606628,-0.714778478310233,-0.5040789745120381,-0.6975304210967496,-0.60221288985939,-0.4412065187603373,0
-0.5209092362432904,-0.0712917395010242,-0.5508217120809358,-0.0175160139583331,-0.0210861591689148,-0.7036150474133871,-0.1089595970539361,-0.0381931876987129,-0.5639424304114422,-0.0107080219477171,0.0847135776733441,-0.3674512164471984,0.0733744202630757,-0.8682122781565074,0.3828781975721048,-0.7147784783093024,-0.1473733287562887,-0.6975304210966358,-0.6022128898584788,-0.4412065187601415,1
0.0891186342664742,0.0596735115812393,-0.0588877580233556,0.2423405543400516,0.5704740353687732,0.4923654714021261,-0.738549463539321,0.1376604527997212,-0.5639424304114422,0.0101846501901484,0.1015831223436944,0.0885142407043001,0.4390480807596527,-0.828576404568053,-0.70891196187514,-0.7147784783103341,-0.5040789745121544,1.2973399707984357,0.1603813324437002,-0.1233082360841759,1
-0.0840532503673518,-0.3560013188344063,1.142230454660763,0.7773940608006061,1.2241528208025303,-0.0016953941896015,-0.5773070932672356,-0.1170341468810998,-0.5639424304114422,-0.1512890309845109,0.089910938238497,-0.059507762415365,0.0926204023944745,-0.3073272745429172,-0.7089119618751207,-0.6596699559598014,-0.5040789745120916,1.2295674168640338,-0.3908217714370356,2.428757865623808,1
-0.4358678275924206,-0.0792588075768119,0.5060138901648316,-0.0565974324207246,-0.1333375154279172,-0.3675993166443213,-0.3904840974492694,-0.2127804016558968,-0.5639424304114422,-1.5766474354718358,0.0871425565683447,-0.0857901178577536,0.2581358487245041,1.6744664048926785,1.406624777677071,0.7358723306228078,3.0629774830468466,1.323859665816245,2.3291993006739338,-0.441206518760348,1
0.621398796608003,-0.0697341471719195,-0.6499580388018453,-0.0105099143018757,-0.0019245345136027,0.6572033770624414,1.1874279111542745,-0.0437128065514225,0.6851640870275759,0.008778348256676,0.0849082231200915,-0.059518899006665,0.95868959830742,-0.8682122781567008,-0.4784916591023155,3.329214558883173,-0.5040789745120634,-0.6975304210967515,-0.6022128898594328,-0.4412065187603395,0
-0.3122843139086009,-0.0786066937354722,-0.2874924092750309,-0.0538082742636728,-0.1231345124848205,-0.1760431790226131,-0.1769653099495102,-0.0520235268432622,-0.5639424304114422,0.0018140545434968,0.0845590062891127,-0.0760901468449244,0.5660715628268848,-0.7579048941127082,-0.708911961875052,0.7723412057077192,-0.5040789745117351,1.3798456886316204,1.4049351032424842,2.1978820178701275,0
-0.1229673019320044,-0.0916226650949651,-0.2509564122872001,-0.177162114185585,-0.3741174356005888,0.0195886211017053,0.0019711026052079,-0.0505850440210954,-0.5639424304114422,0.0167574215839256,0.0451130433015123,-0.0692021651325962,0.4544448664647718,-0.5167243425587538,-0.708911961875122,0.1442661348009119,-0.5040789745121149,-0.6975304210967407,-0.602212889859445,-0.4412065187603405,1
0.8858812905685118,-0.0692278182610794,-0.3439442585381647,-0.0078203689361787,0.0041342849908481,2.5329138310321264,1.1634035688135267,-0.065071987629161,0.8203972718111765,0.0521573505528733,0.0920193246331922,-0.032178567391805,0.5121828128589682,1.3790669696560518,-0.7089119618749782,-0.2042142271215747,-0.5040789745070452,0.9908901617037492,-0.0836488186933161,1.5833970692334107,0
0.1506483130793012,-0.0642886933785032,-0.4635493529303274,0.2247422945396233,0.0592400670787779,0.3311503768552454,-0.2144754985682925,0.0334083020056021,-0.5639424304114422,-0.0395465365134551,0.0886179363417548,-0.0638398964268439,0.0117872774425996,1.1659306682827897,-0.0872410778839522,-0.7147784783103341,-0.5040789745116749,2.101770719671988,-0.6022128898594373,-0.441206518760298,0
-0.170308438704577,-0.1281108957898601,-0.0128881317416641,-0.6269802755372648,-3.16272980226144,-0.2457822929557932,-0.6819410964874262,0.2741934398999258,-0.5639424304114422,-0.051604393826982,0.0924732247295944,-0.1009024722371319,-0.1768233474451085,-0.4868104756993485,1.289094958813057,-0.5247351181456292,-0.5040789745121073,-0.6975304210967305,-0.6022128898594368,-0.4412065187603085,1
-0.3955758450028525,-0.1055709093815482,0.7210597996203226,-0.2578816794211512,-0.827871314108078,-0.1787602873576562,-0.709164701040588,-0.1635573098567811,-0.5639424304114422,-0.6103696733128043,0.080644015726392,-0.0899440664086099,0.2696834380033434,-0.5593516028334061,1.5086901466905571,-0.7147784783103341,1.6913118259183453,1.8041608089165715,-0.6022128898594414,-0.4412065187603439,1
-0.4198758148647625,-0.0841520220116523,0.9980699121651406,-0.0849538736841238,-0.2168953090570628,-0.7081435613051685,-0.2709668766639325,-0.1150538717313483,-0.5639424304114422,0.0184670738729071,0.0620177550063385,-0.1182644180569122,-0.1152362046246323,1.6707271715352527,-0.7089119618751009,2.2148878201775477,2.1848211628746315,1.1382218006915792,-0.6022128898594367,2.077116189814357,1
0.0930365672376712,-0.0464561937686332,-0.4141643588596778,0.0976695770750471,0.2121359384977114,0.0639680572410129,-0.0671066540206492,-0.0141905599001285,1.674206787575068,-0.0001553218350862,0.0945987857224022,-0.0618074685165968,0.2966278129873017,1.797861105687725,1.3880674378564373,-0.3983096845179364,-0.504078974512143,-0.6975304210967533,-0.6022128898594431,-0.4412065187603403,0
-0.336901038069434,-0.0772537138911743,-0.0305769596483428,-0.0424524160528853,-0.1025939653000767,-0.2811047013115779,0.7259659711459565,0.1661767227747679,-0.5639424304114422,-0.0301801263047209,0.0899919042017659,-0.0339270122242024,-0.2538072759707037,1.450112403447139,-0.7089119618751316,-0.4671953374561023,-0.5040789745117318,1.5330705931789637,1.6306629930442242,2.9260289223240408,1
0.0081454368421458,-0.0398244050177336,-0.4423091322557806,0.1019861313657215,0.2557476367817429,0.0499296641765328,-0.4445694103543836,0.0017278380802335,0.4210992883377161,-0.0162177566099371,0.0840208688771779,-0.0640960380264944,0.2311914737405458,0.0927706947016275,2.121082360771473,-0.1434327686467223,-0.5040789745120839,-0.5510827719428809,-0.6022128898594081,2.8514382638190057,0
0.0110319557210237,0.1632524104218106,-0.1789821662640849,1.7454643711429598,0.6821341670396371,0.9628780647566774,-0.7411039335196614,0.2966212682210467,-0.3182821479939022,-0.3673489325988734,0.0790835807996911,-0.0756669563759146,0.1811519201989089,-0.7302345672677585,-0.5551953303609354,-0.7147784783103341,1.6114794331754163,0.3720972779548626,-0.6022128898594367,-0.4412065187600838,1
-0.6005856117189639,-0.1221674560170692,1.4005356641821067,-0.4981809363563564,-2.095915186650904,-0.8503388975066543,-0.5482496733910152,-0.0928862146215778,-0.5639424304114422,-0.0049045177690232,0.0876569766778718,-0.0203960538078976,0.3428181701026588,-0.8682122781566466,-0.7089119618645096,-0.7147784783103341,-0.3669124087993425,-0.6975304210967428,-0.3774001131244996,-0.441206518760351,1
0.7215042420059082,-0.0618952035979679,-0.3833341670826649,0.0250850564642709,0.0835827937842454,0.2872237921051113,-0.5786862234121357,0.0142001988761261,0.2706623727204641,-0.0342474197839777,0.091100074707834,-0.0211143639460559,1.0279751339804557,-0.3783727083340046,-0.7089119618751508,-0.7147784783103341,-0.50407897451188,0.8199854604778661,0.4501671369189073,2.968652155755489,0
0.3768624772683077,-0.0585631937144321,-0.4060036994395413,0.1832369648216852,0.1152211496081411,0.4692700505541254,-0.7180148023537352,0.0332828528312554,1.0692583396673851,-0.0607405546057873,0.0830263778548346,-0.084999419876234,0.2542866522982244,-0.6150661798590483,-0.3315793855222977,-0.5907843030216354,-0.5040789745118938,-0.6975304210967136,-0.6022128898594395,-0.4412065187601975,1
-0.3983491717741237,-0.0767925423374709,0.5817211076173985,-0.0484291835322896,-0.0957793162359779,-0.5143231667375484,-0.3911836322990772,-0.1366060597789865,-0.5639424304114422,-0.1129288567362864,0.0781185319457793,-0.7724389269726267,-0.1922201331502275,1.2407153354313027,2.3808851182603474,1.047883817460383,-0.5040789745121449,-0.6975304210967375,-0.6022128898594242,-0.4412065187603289,1
-0.6928937735188331,-0.0812707329826008,1.602440895876578,-0.0681857204780067,-0.1661358879829822,-0.0904542664682167,-0.4680865126848358,-0.1203541055882458,-0.5639424304114422,0.0315491758651197,0.0574321372738435,-0.1249463728303843,0.0541284381316769,0.2460792623560792,-0.7089119618751345,0.8007058863293169,2.23925233974481,0.1894060456099532,1.5788065859276084,1.3098979880482824,1
-0.3681942332705837,-0.1223901516102252,0.949721518098432,-0.5481201490730844,-2.125691008224118,-0.0714345081227817,-0.7027064922893256,-0.1455739501658943,-0.5639424304114422,-0.6275758078494538,0.0867712581109738,0.0738028036113317,0.2812310272821827,-0.3447196081171737,1.502504366750346,-0.7147784783103341,-0.3037722436299353,1.7334416222024127,1.9204487975194315,-0.4412065187603449,1
-0.0375392580812053,-0.2146204486953974,0.0565098524113616,0.5171722456006946,1.875466421135359,0.0965733572617522,-0.6296654469038216,1.9043451339626143,-0.5639424304114422,-0.0366250829174396,0.0941260753516324,-0.0545575475873568,0.1080171880995935,-0.5600994495048913,-0.708911961875135,-0.7147784783103341,-0.5040789745120862,0.7905191326803,1.8045344757293484,1.9314868089235744,1
-0.537706845067133,-0.0730018613922406,3.428551860074614,-0.0251529946264568,-0.0430814936759718,-0.910568132267138,-0.6162833189351833,-0.0928187320236415,-0.5639424304114422,-0.0698869213804968,0.042408452996263,-0.1826673254820602,-0.4270211151532928,-0.3260234413300454,-0.7030045420322839,-0.7147784783103341,2.598498107087989,0.4487097302285342,-0.6022128898593878,0.6705494865765538,1
-0.3974961061361958,-0.0905090266159794,-0.1796426649480259,-0.211495322928281,-0.3479371055128547,-2.025941103809212,-0.7111879037512451,0.2902779645895652,-0.5639424304114422,-0.1832943075267844,0.0657634531007284,-0.0860796692312699,-0.2037677224290668,-0.2474995408241067,-0.596640055960351,-0.7147784783103341,-0.50407897451211,1.5006576326016412,-0.6022128898593783,-0.4412065187599414,1
0.2056948954089502,-0.0697230504409414,-0.8216941444821393,-0.0104767100381123,-0.0017908727289993,0.4294191283065992,3.3109891258333963,-0.0787239348336518,-0.5639424304114422,0.0097832740988412,0.0849973674634042,-0.0582437593040742,0.7893249555511107,-0.8682122781566288,2.238612179635488,-0.7147784783102238,-0.5040789745118099,-0.6975304210967221,-0.6022128898593581,-0.4412065187603169,0
